"年収","課税所得 (所得税)","課税所得 (住民税)","年金","健康保険","住民税","所得税","消費税","負担合計","手取り額","年収に占める所得・住民税の百分率"
50,0,0,9.662,3.96,0,0,3.638,17.26,36.378,0
51,0,0,9.662,3.96,0,0,3.738,17.36,37.378,0
52,0,0,9.662,3.96,0,0,3.838,17.46,38.378,0
53,0,0,9.662,3.96,0,0,3.938,17.56,39.378,0
54,0,0,9.662,3.96,0,0,4.038,17.66,40.378,0
55,0,0,9.662,3.96,0,0,4.138,17.76,41.378,0
56,0,0,9.662,3.96,0,0,4.238,17.86,42.378,0
57,0,0,9.662,3.96,0,0,4.338,17.96,43.378,0
58,0,0,9.662,3.96,0,0,4.438,18.06,44.378,0
59,0,0,9.662,3.96,0,0,4.538,18.16,45.378,0
60,0,0,9.662,3.96,0,0,4.638,18.26,46.378,0
61,0,0,9.662,3.96,0,0,4.738,18.36,47.378,0
62,0,0,9.662,3.96,0,0,4.838,18.46,48.378,0
63,0,0,9.662,3.96,0,0,4.938,18.56,49.378,0
64,0,0,9.662,3.96,0,0,5.038,18.66,50.378,0
65,0,0,9.662,3.96,0,0,5.138,18.76,51.378,0
66,0,0,9.662,3.96,0,0,5.238,18.86,52.378,0
67,0,0,9.662,3.96,0,0,5.338,18.96,53.378,0
68,0,0,9.662,3.96,0,0,5.438,19.06,54.378,0
69,0,0,9.662,3.96,0,0,5.538,19.16,55.378,0
70,0,0,9.662,3.96,0,0,5.638,19.26,56.378,0
71,0,0,9.662,3.96,0,0,5.738,19.36,57.378,0
72,0,0,9.662,3.96,0,0,5.838,19.46,58.378,0
73,0,0,9.662,3.96,0,0,5.938,19.56,59.378,0
74,0,0,9.662,3.96,0,0,6.038,19.66,60.378,0
75,0,0,9.662,3.96,0,0,6.138,19.76,61.378,0
76,0,0,9.662,4.643,0,0,6.169,20.475,61.695,0
77,0,0,9.662,4.643,0,0,6.269,20.575,62.695,0
78,0,0,9.662,4.643,0,0,6.369,20.675,63.695,0
79,0,0,9.662,4.643,0,0,6.469,20.775,64.695,0
80,0,0,9.662,4.643,0,0,6.569,20.875,65.695,0
81,0,0,9.662,4.643,0,0,6.669,20.975,66.695,0
82,0,0,9.662,4.643,0,0,6.769,21.075,67.695,0
83,0,0,9.662,4.643,0,0,6.869,21.175,68.695,0
84,0,0,9.662,4.643,0,0,6.969,21.275,69.695,0
85,0,0,9.662,4.643,0,0,7.069,21.375,70.695,0
86,0,0,9.662,4.643,0,0,7.169,21.475,71.695,0
87,0,0,9.662,4.643,0,0,7.269,21.575,72.695,0
88,0,0,9.662,5.326,0,0,7.301,22.289,73.012,0
89,0,0,9.662,5.326,0,0,7.401,22.389,74.012,0
90,0,0,9.662,5.326,0,0,7.501,22.489,75.012,0
91,0,0,9.662,5.326,0,0,7.601,22.589,76.012,0
92,0,0,9.662,5.326,0,0,7.701,22.689,77.012,0
93,0,0,9.662,5.326,0,0,7.801,22.789,78.012,0
94,0,0,9.662,5.326,0,0,7.901,22.889,79.012,0
95,0,0,9.662,5.326,0,0,8.001,22.989,80.012,0
96,0,0,9.662,5.326,0,0,8.101,23.089,81.012,0
97,0,0,9.662,5.326,0,0,8.201,23.189,82.012,0
98,0,0,9.662,5.326,0,0,8.301,23.289,83.012,0
99,0,0,9.662,5.326,0,0,8.401,23.389,84.012,0
100,0,0,9.662,6.008,0,0,8.433,24.104,84.329,0
101,0,0,9.662,6.008,0,0,8.533,24.204,85.329,0
102,0,0,9.662,6.008,0,0,8.633,24.304,86.329,0
103,0,0,9.662,6.008,0,0,8.733,24.404,87.329,0
104,0,0,9.662,6.008,0,0,8.833,24.504,88.329,0
105,0,0,9.662,6.008,0,0,8.933,24.604,89.329,0
106,0,0,9.662,6.008,0,0,9.033,24.704,90.329,0
107,0,0,9.662,6.008,0,0,9.133,24.804,91.329,0
108,0,0,9.662,6.008,0,0,9.233,24.904,92.329,0
109,0,0,9.662,6.008,0,0,9.333,25.004,93.329,0
110,0,0,9.662,6.008,0,0,9.433,25.104,94.329,0
111,0,0,9.662,6.008,0,0,9.533,25.204,95.329,0
112,0,0,10.76,6.691,0,0,9.455,26.906,94.548,0
113,0,0,10.76,6.691,0,0,9.555,27.006,95.548,0
114,0,0,10.76,6.691,0,0,9.655,27.106,96.548,0
115,0,0,10.76,6.691,0,0,9.755,27.206,97.548,0
116,0,0.5,10.76,6.691,0,0,9.855,27.306,98.548,0
117,0,1.5,10.76,6.691,0,0,9.955,27.406,99.548,0
118,0,2.5,10.76,6.691,0,0,10.055,27.506,100.548,0
119,0,3.5,10.76,6.691,0,0,10.155,27.606,101.548,0
120,0,4.5,10.76,6.691,0,0,10.255,27.706,102.548,0
121,0.5,5.5,10.76,6.691,0,0.02,10.353,27.824,103.528,0.017
122,0.4,5.4,11.419,7.102,0,0.02,10.346,28.887,103.459,0.016
123,1.4,6.4,11.419,7.102,0,0.07,10.441,29.032,104.409,0.057
124,2.4,7.4,11.419,7.102,0,0.12,10.536,29.177,105.359,0.097
125,3.4,8.4,11.419,7.102,0,0.17,10.631,29.322,106.309,0.136
126,4.4,9.4,11.419,7.102,0,0.22,10.726,29.467,107.259,0.175
127,5.4,10.4,11.419,7.102,0,0.27,10.821,29.612,108.209,0.213
128,6.4,11.4,11.419,7.102,0,0.32,10.916,29.757,109.159,0.25
129,6.4,11.4,12.078,7.511,0,0.32,10.909,30.818,109.091,0.248
130,7.4,12.4,12.078,7.511,0,0.37,11.004,30.963,110.041,0.285
131,8.4,13.4,12.078,7.511,0,0.42,11.099,31.108,110.991,0.321
132,9.4,14.4,12.078,7.511,0,0.47,11.194,31.253,111.941,0.356
133,10.4,15.4,12.078,7.511,0,0.53,11.288,31.407,112.881,0.398
134,11.4,16.4,12.078,7.511,0,0.58,11.383,31.552,113.831,0.433
135,12.4,17.4,12.078,7.511,0,0.63,11.478,31.697,114.781,0.467
136,13.4,18.4,12.078,7.511,0,0.68,11.573,31.842,115.731,0.5
137,12.9,17.9,12.956,8.057,0,0.65,11.534,33.197,115.337,0.474
138,13.9,18.9,12.956,8.057,0,0.7,11.629,33.342,116.287,0.507
139,14.9,19.9,12.956,8.057,0,0.76,11.723,33.496,117.227,0.547
140,15.9,20.9,12.956,8.057,0,0.81,11.818,33.641,118.177,0.579
141,16.9,21.9,12.956,8.057,0,0.86,11.913,33.786,119.127,0.61
142,17.9,22.9,12.956,8.057,0,0.91,12.008,33.931,120.077,0.641
143,18.9,23.9,12.956,8.057,0,0.96,12.103,34.076,121.027,0.671
144,19.9,24.9,12.956,8.057,0,1.01,12.198,34.221,121.977,0.701
145,20.9,25.9,12.956,8.057,0,1.06,12.293,34.366,122.927,0.731
146,21.9,26.9,12.956,8.057,0,1.11,12.388,34.511,123.877,0.76
147,21.5,26.5,13.835,8.603,0,1.09,12.347,35.875,123.472,0.741
148,22.5,27.5,13.835,8.603,0,1.14,12.442,36.02,124.422,0.77
149,23.5,28.5,13.835,8.603,0,1.19,12.537,36.165,125.372,0.799
150,24.5,29.5,13.835,8.603,0,1.25,12.631,36.319,126.312,0.833
151,25.5,30.5,13.835,8.603,0,1.3,12.726,36.464,127.262,0.861
152,26.5,31.5,13.835,8.603,0,1.35,12.821,36.609,128.212,0.888
153,27.5,32.5,13.835,8.603,0,1.4,12.916,36.754,129.162,0.915
154,28.5,33.5,13.835,8.603,0,1.45,13.011,36.899,130.112,0.942
155,29.5,34.5,13.835,8.603,0,1.5,13.106,37.044,131.062,0.968
156,29.1,34.1,14.713,9.15,0,1.48,13.066,38.409,130.657,0.949
157,30.1,35.1,14.713,9.15,0,1.53,13.161,38.554,131.607,0.975
158,31.1,36.1,14.713,9.15,0,1.58,13.256,38.699,132.557,1
159,32.1,37.1,14.713,9.15,0,1.63,13.351,38.844,133.507,1.025
160,33.1,38.1,14.713,9.15,0,1.68,13.446,38.989,134.457,1.05
161,34.1,39.1,14.713,9.15,0,1.74,13.54,39.143,135.397,1.081
162,35.1,40.1,14.713,9.15,0,1.79,13.635,39.288,136.347,1.105
163,35.9,40.9,14.713,9.15,0,1.83,13.731,39.424,137.307,1.123
164,36.5,41.5,14.713,9.15,0.1,1.86,13.818,39.641,138.177,1.195
165,37.1,42.1,14.713,9.15,0.1,1.89,13.915,39.768,139.147,1.206
166,36.3,41.3,15.592,9.696,0,1.85,13.886,41.024,138.862,1.114
167,36.9,41.9,15.592,9.696,0.1,1.88,13.973,41.241,139.732,1.186
168,37.5,42.5,15.592,9.696,0.1,1.91,14.07,41.368,140.702,1.196
169,38.1,43.1,15.592,9.696,0.1,1.94,14.167,41.495,141.672,1.207
170,38.7,43.7,15.592,9.696,0.1,1.97,14.264,41.622,142.642,1.218
171,39.3,44.3,15.592,9.696,0.1,2,14.361,41.749,143.612,1.228
172,39.9,44.9,15.592,9.696,0.1,2.03,14.458,41.876,144.582,1.238
173,40.5,45.5,15.592,9.696,4.9,2.06,14.075,46.323,140.752,4.023
174,41.1,46.1,15.592,9.696,4.96,2.09,14.166,46.504,141.662,4.052
175,41.7,46.7,15.592,9.696,5.02,2.12,14.257,46.685,142.572,4.08
176,40.8,45.8,16.47,10.242,4.93,2.08,14.228,47.95,142.278,3.983
177,41.4,46.4,16.47,10.242,4.98,2.11,14.32,48.122,143.198,4.006
178,42,47,16.47,10.242,5.05,2.14,14.41,48.312,144.098,4.039
179,42.6,47.6,16.47,10.242,5.11,2.17,14.501,48.493,145.008,4.067
180,43.2,48.2,16.47,10.242,5.17,2.2,14.592,48.674,145.918,4.094
181,43.9,48.9,16.47,10.242,5.24,2.24,14.681,48.873,146.808,4.133
182,44.6,49.6,16.47,10.242,5.31,2.27,14.771,49.063,147.708,4.165
183,45.3,50.3,16.47,10.242,5.38,2.31,14.86,49.262,148.598,4.202
184,46,51,16.47,10.242,5.45,2.34,14.95,49.452,149.498,4.234
185,46.7,51.7,16.47,10.242,5.52,2.38,15.039,49.651,150.388,4.27
186,45.7,50.7,17.568,10.925,5.42,2.33,14.976,51.219,149.757,4.167
187,46.4,51.4,17.568,10.925,5.49,2.36,15.066,51.409,150.657,4.198
188,47.1,52.1,17.568,10.925,5.56,2.4,15.155,51.608,151.547,4.234
189,47.8,52.8,17.568,10.925,5.63,2.44,15.244,51.807,152.437,4.27
190,48.5,53.5,17.568,10.925,5.7,2.47,15.334,51.997,153.337,4.3
191,49.2,54.2,17.568,10.925,5.77,2.51,15.423,52.196,154.227,4.335
192,49.9,54.9,17.568,10.925,5.84,2.54,15.513,52.386,155.127,4.365
193,50.6,55.6,17.568,10.925,5.91,2.58,15.602,52.585,156.017,4.399
194,51.3,56.3,17.568,10.925,5.98,2.61,15.692,52.775,156.917,4.428
195,52,57,17.568,10.925,6.05,2.65,15.781,52.974,157.807,4.462
196,52.7,57.7,17.568,10.925,6.12,2.69,15.87,53.173,158.697,4.495
197,53.4,58.4,17.568,10.925,6.19,2.72,15.96,53.363,159.597,4.523
198,52.3,57.3,18.666,11.608,6.08,2.66,15.899,54.912,158.986,4.414
199,53,58,18.666,11.608,6.15,2.7,15.988,55.111,159.876,4.447
200,53.7,58.7,18.666,11.608,6.22,2.74,16.077,55.31,160.766,4.48
201,54.4,59.4,18.666,11.608,6.29,2.77,16.167,55.5,161.666,4.507
202,55.1,60.1,18.666,11.608,6.36,2.81,16.256,55.699,162.556,4.54
203,55.8,60.8,18.666,11.608,6.43,2.84,16.346,55.889,163.456,4.567
204,56.5,61.5,18.666,11.608,6.5,2.88,16.435,56.088,164.346,4.598
205,57.2,62.2,18.666,11.608,6.57,2.92,16.524,56.287,165.236,4.629
206,57.9,62.9,18.666,11.608,6.64,2.95,16.614,56.477,166.136,4.655
207,58.6,63.6,18.666,11.608,6.71,2.99,16.703,56.676,167.026,4.686
208,59.3,64.3,18.666,11.608,6.78,3.02,16.793,56.866,167.926,4.712
209,60,65,18.666,11.608,6.85,3.06,16.882,57.065,168.816,4.742
210,58.9,63.9,19.764,12.29,6.74,3,16.821,58.615,168.206,4.638
211,59.6,64.6,19.764,12.29,6.81,3.04,16.91,58.814,169.096,4.668
212,60.3,65.3,19.764,12.29,6.88,3.07,17,59.004,169.996,4.693
213,61,66,19.764,12.29,6.95,3.11,17.089,59.203,170.886,4.723
214,61.7,66.7,19.764,12.29,7.02,3.14,17.179,59.393,171.786,4.748
215,62.4,67.4,19.764,12.29,7.09,3.18,17.268,59.592,172.676,4.777
216,63.1,68.1,19.764,12.29,7.16,3.22,17.357,59.791,173.566,4.806
217,63.8,68.8,19.764,12.29,7.23,3.25,17.447,59.981,174.466,4.829
218,64.5,69.5,19.764,12.29,7.3,3.29,17.536,60.18,175.356,4.858
219,65.2,70.2,19.764,12.29,7.37,3.32,17.626,60.37,176.256,4.881
220,65.9,70.9,19.764,12.29,7.44,3.36,17.715,60.569,177.146,4.909
221,66.6,71.6,19.764,12.29,7.51,3.39,17.805,60.759,178.046,4.932
222,65.5,70.5,20.862,12.973,7.4,3.34,17.742,62.318,177.425,4.838
223,66.2,71.2,20.862,12.973,7.47,3.37,17.832,62.508,178.325,4.861
224,66.9,71.9,20.862,12.973,7.54,3.41,17.921,62.707,179.215,4.888
225,67.6,72.6,20.862,12.973,7.61,3.45,18.01,62.906,180.105,4.916
226,68.3,73.3,20.862,12.973,7.68,3.48,18.1,63.096,181.005,4.938
227,69,74,20.862,12.973,7.75,3.52,18.189,63.295,181.895,4.965
228,69.7,74.7,20.862,12.973,7.82,3.55,18.279,63.485,182.795,4.987
229,70.4,75.4,20.862,12.973,7.89,3.59,18.368,63.684,183.685,5.013
230,71.1,76.1,20.862,12.973,7.96,3.62,18.458,63.874,184.585,5.035
231,71.8,76.8,20.862,12.973,8.03,3.66,18.547,64.073,185.475,5.061
232,72.5,77.5,20.862,12.973,8.1,3.7,18.636,64.272,186.365,5.086
233,73.2,78.2,20.862,12.973,8.17,3.73,18.726,64.462,187.265,5.107
234,72.1,77.1,21.96,13.656,8.06,3.68,18.664,66.02,186.644,5.017
235,72.8,77.8,21.96,13.656,8.13,3.71,18.754,66.21,187.544,5.038
236,73.5,78.5,21.96,13.656,8.2,3.75,18.843,66.409,188.434,5.064
237,74.2,79.2,21.96,13.656,8.27,3.78,18.933,66.599,189.334,5.084
238,74.9,79.9,21.96,13.656,8.34,3.82,19.022,66.798,190.224,5.109
239,75.6,80.6,21.96,13.656,8.41,3.85,19.112,66.988,191.124,5.13
240,76.3,81.3,21.96,13.656,8.48,3.89,19.201,67.187,192.014,5.154
241,77,82,21.96,13.656,8.55,3.93,19.29,67.386,192.904,5.178
242,77.7,82.7,21.96,13.656,8.62,3.96,19.38,67.576,193.804,5.198
243,78.4,83.4,21.96,13.656,8.69,4,19.469,67.775,194.694,5.222
244,79.1,84.1,21.96,13.656,8.76,4.03,19.559,67.965,195.594,5.242
245,79.8,84.8,21.96,13.656,8.83,4.07,19.648,68.164,196.484,5.265
246,80.5,85.5,21.96,13.656,8.9,4.1,19.738,68.354,197.384,5.285
247,81.2,86.2,21.96,13.656,8.97,4.14,19.827,68.553,198.274,5.308
248,81.9,86.9,21.96,13.656,9.04,4.18,19.916,68.752,199.164,5.331
249,82.6,87.6,21.96,13.656,9.11,4.21,20.006,68.942,200.064,5.349
250,83.3,88.3,21.96,13.656,9.18,4.25,20.095,69.141,200.954,5.372
251,84,89,21.96,13.656,9.25,4.28,20.185,69.331,201.854,5.39
252,81.2,86.2,24.156,15.022,8.97,4.14,19.971,72.259,199.712,5.202
253,81.9,86.9,24.156,15.022,9.04,4.18,20.06,72.458,200.602,5.225
254,82.6,87.6,24.156,15.022,9.11,4.21,20.15,72.648,201.502,5.244
255,83.3,88.3,24.156,15.022,9.18,4.25,20.239,72.847,202.392,5.267
256,84,89,24.156,15.022,9.25,4.28,20.329,73.037,203.292,5.285
257,84.7,89.7,24.156,15.022,9.32,4.32,20.418,73.236,204.182,5.307
258,85.4,90.4,24.156,15.022,9.39,4.35,20.508,73.426,205.082,5.326
259,86.1,91.1,24.156,15.022,9.46,4.39,20.597,73.625,205.972,5.347
260,86.8,91.8,24.156,15.022,9.53,4.43,20.686,73.824,206.862,5.369
261,87.5,92.5,24.156,15.022,9.6,4.46,20.776,74.014,207.762,5.387
262,88.2,93.2,24.156,15.022,9.67,4.5,20.865,74.213,208.652,5.408
263,88.9,93.9,24.156,15.022,9.74,4.53,20.955,74.403,209.552,5.426
264,89.6,94.6,24.156,15.022,9.8,4.57,21.045,74.593,210.452,5.443
265,90.3,95.3,24.156,15.022,9.87,4.6,21.135,74.783,211.352,5.46
266,91,96,24.156,15.022,9.95,4.64,21.223,74.991,212.232,5.485
267,91.7,96.7,24.156,15.022,10.02,4.68,21.312,75.19,213.122,5.506
268,92.4,97.4,24.156,15.022,10.09,4.71,21.402,75.38,214.022,5.522
269,93.1,98.1,24.156,15.022,10.16,4.75,21.491,75.579,214.912,5.543
270,93.8,98.8,24.156,15.022,10.23,4.78,21.581,75.769,215.812,5.559
271,94.5,99.5,24.156,15.022,10.3,4.82,21.67,75.968,216.702,5.579
272,95.2,100.2,24.156,15.022,10.37,4.85,21.76,76.158,217.602,5.596
273,95.9,100.9,24.156,15.022,10.44,4.89,21.849,76.357,218.492,5.615
274,96.6,101.6,24.156,15.022,10.51,4.93,21.938,76.556,219.382,5.635
275,97.3,102.3,24.156,15.022,10.58,4.96,22.028,76.746,220.282,5.651
276,94.4,99.4,26.352,16.387,10.29,4.81,21.816,79.655,218.161,5.471
277,95.1,100.1,26.352,16.387,10.36,4.85,21.905,79.854,219.051,5.491
278,95.8,100.8,26.352,16.387,10.43,4.89,21.994,80.053,219.941,5.511
279,96.5,101.5,26.352,16.387,10.5,4.92,22.084,80.243,220.841,5.527
280,97.2,102.2,26.352,16.387,10.57,4.96,22.173,80.442,221.731,5.546
281,97.9,102.9,26.352,16.387,10.64,4.99,22.263,80.632,222.631,5.562
282,98.6,103.6,26.352,16.387,10.71,5.03,22.352,80.831,223.521,5.582
283,99.3,104.3,26.352,16.387,10.78,5.06,22.442,81.021,224.421,5.597
284,100,105,26.352,16.387,10.85,5.1,22.531,81.22,225.311,5.616
285,100.7,105.7,26.352,16.387,10.92,5.14,22.62,81.419,226.201,5.635
286,101.4,106.4,26.352,16.387,10.99,5.17,22.71,81.609,227.101,5.65
287,102.1,107.1,26.352,16.387,11.06,5.21,22.799,81.808,227.991,5.669
288,102.8,107.8,26.352,16.387,11.13,5.24,22.889,81.998,228.891,5.684
289,103.5,108.5,26.352,16.387,11.2,5.28,22.978,82.197,229.781,5.702
290,104.2,109.2,26.352,16.387,11.27,5.31,23.068,82.387,230.681,5.717
291,104.9,109.9,26.352,16.387,11.34,5.35,23.157,82.586,231.571,5.735
292,105.6,110.6,26.352,16.387,11.41,5.39,23.246,82.785,232.461,5.753
293,106.3,111.3,26.352,16.387,11.48,5.42,23.336,82.975,233.361,5.768
294,107,112,26.352,16.387,11.55,5.46,23.425,83.174,234.251,5.786
295,107.7,112.7,26.352,16.387,11.62,5.49,23.515,83.364,235.151,5.8
296,108.4,113.4,26.352,16.387,11.69,5.53,23.604,83.563,236.041,5.818
297,109.1,114.1,26.352,16.387,11.76,5.56,23.694,83.753,236.941,5.832
298,109.8,114.8,26.352,16.387,11.83,5.6,23.783,83.952,237.831,5.849
299,110.5,115.5,26.352,16.387,11.9,5.64,23.872,84.151,238.721,5.866
300,107.6,112.6,28.548,17.753,11.61,5.49,23.66,87.061,236.599,5.7
301,108.3,113.3,28.548,17.753,11.68,5.52,23.75,87.251,237.499,5.714
302,109,114,28.548,17.753,11.75,5.56,23.839,87.45,238.389,5.732
303,109.7,114.7,28.548,17.753,11.82,5.6,23.928,87.649,239.279,5.749
304,110.4,115.4,28.548,17.753,11.89,5.63,24.018,87.839,240.179,5.763
305,111.1,116.1,28.548,17.753,11.96,5.67,24.107,88.038,241.069,5.78
306,111.8,116.8,28.548,17.753,12.03,5.7,24.197,88.228,241.969,5.794
307,112.5,117.5,28.548,17.753,12.1,5.74,24.286,88.427,242.859,5.811
308,113.2,118.2,28.548,17.753,12.17,5.77,24.376,88.617,243.759,5.825
309,113.9,118.9,28.548,17.753,12.24,5.81,24.465,88.816,244.649,5.841
310,114.6,119.6,28.548,17.753,12.31,5.85,24.554,89.015,245.539,5.858
311,115.3,120.3,28.548,17.753,12.38,5.88,24.644,89.205,246.439,5.871
312,116,121,28.548,17.753,12.45,5.92,24.733,89.404,247.329,5.888
313,116.7,121.7,28.548,17.753,12.52,5.95,24.823,89.594,248.229,5.901
314,117.4,122.4,28.548,17.753,12.59,5.99,24.912,89.793,249.119,5.917
315,118.1,123.1,28.548,17.753,12.66,6.02,25.002,89.983,250.019,5.93
316,118.8,123.8,28.548,17.753,12.73,6.06,25.091,90.182,250.909,5.946
317,119.5,124.5,28.548,17.753,12.8,6.1,25.18,90.381,251.799,5.962
318,120.2,125.2,28.548,17.753,12.87,6.13,25.27,90.571,252.699,5.975
319,120.9,125.9,28.548,17.753,12.94,6.17,25.359,90.77,253.589,5.991
320,121.6,126.6,28.548,17.753,13.01,6.2,25.449,90.96,254.489,6.003
321,122.3,127.3,28.548,17.753,13.08,6.24,25.538,91.159,255.379,6.019
322,123,128,28.548,17.753,13.15,6.27,25.628,91.349,256.279,6.031
323,123.7,128.7,28.548,17.753,13.22,6.31,25.717,91.548,257.169,6.046
324,120.9,125.9,30.744,19.118,12.94,6.17,25.503,94.475,255.028,5.898
325,121.6,126.6,30.744,19.118,13.01,6.2,25.593,94.665,255.928,5.911
326,122.3,127.3,30.744,19.118,13.08,6.24,25.682,94.864,256.818,5.926
327,123,128,30.744,19.118,13.15,6.27,25.772,95.054,257.718,5.939
328,123.7,128.7,30.744,19.118,13.22,6.31,25.861,95.253,258.608,5.954
329,124.4,129.4,30.744,19.118,13.29,6.35,25.95,95.452,259.498,5.97
330,125.1,130.1,30.744,19.118,13.36,6.38,26.04,95.642,260.398,5.982
331,125.8,130.8,30.744,19.118,13.43,6.42,26.129,95.841,261.288,5.997
332,126.5,131.5,30.744,19.118,13.5,6.45,26.219,96.031,262.188,6.009
333,127.2,132.2,30.744,19.118,13.57,6.49,26.308,96.23,263.078,6.024
334,127.9,132.9,30.744,19.118,13.64,6.52,26.398,96.42,263.978,6.036
335,128.6,133.6,30.744,19.118,13.71,6.56,26.487,96.619,264.868,6.051
336,129.3,134.3,30.744,19.118,13.78,6.6,26.576,96.818,265.758,6.065
337,130,135,30.744,19.118,13.85,6.63,26.666,97.008,266.658,6.077
338,130.7,135.7,30.744,19.118,13.92,6.67,26.755,97.207,267.548,6.092
339,131.4,136.4,30.744,19.118,13.99,6.7,26.845,97.397,268.448,6.103
340,132.1,137.1,30.744,19.118,14.06,6.74,26.934,97.596,269.338,6.118
341,132.8,137.8,30.744,19.118,14.13,6.77,27.024,97.786,270.238,6.129
342,133.5,138.5,30.744,19.118,14.2,6.81,27.113,97.985,271.128,6.143
343,134.2,139.2,30.744,19.118,14.27,6.85,27.202,98.184,272.018,6.157
344,134.9,139.9,30.744,19.118,14.34,6.88,27.292,98.374,272.918,6.169
345,135.6,140.6,30.744,19.118,14.41,6.92,27.381,98.573,273.808,6.183
346,136.3,141.3,30.744,19.118,14.48,6.95,27.471,98.763,274.708,6.194
347,137,142,30.744,19.118,14.55,6.99,27.56,98.962,275.598,6.207
348,134.1,139.1,32.94,20.484,14.26,6.84,27.348,101.872,273.476,6.063
349,134.8,139.8,32.94,20.484,14.33,6.88,27.437,102.071,274.366,6.077
350,135.5,140.5,32.94,20.484,14.4,6.91,27.527,102.261,275.266,6.089
351,136.2,141.2,32.94,20.484,14.47,6.95,27.616,102.46,276.156,6.103
352,136.9,141.9,32.94,20.484,14.54,6.98,27.706,102.65,277.056,6.114
353,137.6,142.6,32.94,20.484,14.61,7.02,27.795,102.849,277.946,6.127
354,138.3,143.3,32.94,20.484,14.68,7.06,27.884,103.048,278.836,6.141
355,139,144,32.94,20.484,14.75,7.09,27.974,103.238,279.736,6.152
356,139.7,144.7,32.94,20.484,14.82,7.13,28.063,103.437,280.626,6.166
357,140.4,145.4,32.94,20.484,14.89,7.16,28.153,103.627,281.526,6.176
358,141.1,146.1,32.94,20.484,14.96,7.2,28.242,103.826,282.416,6.19
359,141.8,146.8,32.94,20.484,15.03,7.23,28.332,104.016,283.316,6.201
360,142.5,147.5,32.94,20.484,15.1,7.27,28.421,104.215,284.206,6.214
361,143.3,148.3,32.94,20.484,15.18,7.31,28.509,104.423,285.086,6.23
362,144.1,149.1,32.94,20.484,15.26,7.35,28.597,104.631,285.966,6.246
363,144.9,149.9,32.94,20.484,15.34,7.39,28.685,104.839,286.846,6.262
364,145.7,150.7,32.94,20.484,15.42,7.43,28.773,105.047,287.726,6.277
365,146.5,151.5,32.94,20.484,15.5,7.47,28.861,105.255,288.606,6.293
366,147.3,152.3,32.94,20.484,15.58,7.51,28.949,105.463,289.486,6.309
367,148.1,153.1,32.94,20.484,15.66,7.56,29.036,105.68,290.356,6.327
368,148.9,153.9,32.94,20.484,15.74,7.6,29.124,105.888,291.236,6.342
369,149.7,154.7,32.94,20.484,15.82,7.64,29.212,106.096,292.116,6.358
370,150.5,155.5,32.94,20.484,15.9,7.68,29.3,106.304,292.996,6.373
371,151.3,156.3,32.94,20.484,15.98,7.72,29.388,106.512,293.876,6.388
372,148.6,153.6,35.136,21.85,15.71,7.58,29.172,109.448,291.724,6.261
373,149.4,154.4,35.136,21.85,15.79,7.62,29.26,109.656,292.604,6.276
374,150.2,155.2,35.136,21.85,15.87,7.66,29.348,109.864,293.484,6.291
375,151,156,35.136,21.85,15.95,7.7,29.436,110.072,294.364,6.307
376,151.8,156.8,35.136,21.85,16.03,7.74,29.524,110.28,295.244,6.322
377,152.6,157.6,35.136,21.85,16.11,7.79,29.611,110.497,296.114,6.34
378,153.4,158.4,35.136,21.85,16.19,7.83,29.699,110.705,296.994,6.354
379,154.2,159.2,35.136,21.85,16.27,7.87,29.787,110.913,297.874,6.369
380,155,160,35.136,21.85,16.35,7.91,29.875,111.121,298.754,6.384
381,155.8,160.8,35.136,21.85,16.43,7.95,29.963,111.329,299.634,6.399
382,156.6,161.6,35.136,21.85,16.51,7.99,30.051,111.537,300.514,6.414
383,157.4,162.4,35.136,21.85,16.59,8.03,30.139,111.745,301.394,6.428
384,158.2,163.2,35.136,21.85,16.67,8.07,30.227,111.953,302.274,6.443
385,159,164,35.136,21.85,16.75,8.11,30.315,112.161,303.154,6.457
386,159.8,164.8,35.136,21.85,16.83,8.15,30.403,112.369,304.034,6.472
387,160.6,165.6,35.136,21.85,16.9,8.19,30.492,112.568,304.924,6.483
388,161.4,166.4,35.136,21.85,16.99,8.23,30.579,112.785,305.794,6.5
389,162.2,167.2,35.136,21.85,17.07,8.28,30.666,113.002,306.664,6.517
390,163,168,35.136,21.85,17.15,8.32,30.754,113.21,307.544,6.531
391,163.8,168.8,35.136,21.85,17.23,8.36,30.842,113.418,308.424,6.545
392,164.6,169.6,35.136,21.85,17.31,8.4,30.93,113.626,309.304,6.559
